id,label,type,title,tags,score,recommendation,evidence_level,workflow_stage,review_type,tracking_status,partnership_type
source::https_pubmed.ncbi.nlm.nih.gov_42561512,NTI164 Harmony Phase II/III ASD randomized trial,source,Source__NTI164_Harmony_Phase_II_III_ASD_randomized_trial,pipeline/source;source/peer_reviewed_publication,,,E4,,,,
source::https_clinicaltrials.gov_study_nct07257939,ClinicalTrials.gov NCT07257939 — NTI164 Phase III HarmonyPlus,source,Source__ClinicalTrials.gov_NCT07257939_—_NTI164_Phase_III_HarmonyPlus,pipeline/source;source/clinical_registry,,,E4,,,,
source::ast001_gp_proposal.pptx,AST001_GP_Proposal.pptx,source,Source__AST001_GP_Proposal.pptx,pipeline/source;source/user_uploaded_file,,,E4,,,,
asset::nm301,NM301,asset,Asset__NM301,pipeline/asset;theme/others,9,Run Full Scout,E0,,,,
review::helixmith_nm301,Fast Triage — NM301,review,Review__Helixmith_NM301,pipeline/review;workflow/fast_triage,9,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::helixmith,Helixmith,company,Company__Helixmith,pipeline/company,,,,,,,
target::hgf_c-met_signaling,HGF / c-MET signaling,target,Target__HGF_c-MET_signaling,pipeline/target,,,,,,,
"moa::aav9-mediated_expression_of_hgf_isoforms_for_neuroprotection,_axonal_re_c494c166","AAV9-mediated expression of HGF isoforms for neuroprotection, axonal repair and inflammatory modulation",moa,"MoA__AAV9-mediated_expression_of_HGF_isoforms_for_neuroprotection,_axonal_re_c494c166",pipeline/moa,,,,,,,
modality::gene_therapy,Gene therapy,modality,Modality__Gene_therapy,pipeline/modality,,,,,,,
indication::amyotrophic_lateral_sclerosis,Amyotrophic lateral sclerosis,indication,Indication__Amyotrophic_lateral_sclerosis,pipeline/indication,,,,,,,
scorecard::helixmith_nm301,Scorecard - NM301,scorecard,Scorecard__NM301__Helixmith_NM301,pipeline/scorecard,9,Run Full Scout,E0,,,,
source::https_zdnet.co.kr_view_no=20230227171605,Helixmith NM301 ALS gene-therapy report,source,Source__Helixmith_NM301_ALS_gene-therapy_report,pipeline/source;source/other,,,E0,,,,
source::https_stockanalysis.com_quote_kosdaq_084990_company,Helixmith company profile / pipeline summary,source,Source__Helixmith_company_profile_pipeline_summary,pipeline/source;source/company_profile_database,,,E0,,,,
source::https_www.nature.com_articles_s41434-023-00383-4,Intrathecal rAAV-HGF study in ALS models,source,Source__Intrathecal_rAAV-HGF_study_in_ALS_models,pipeline/source;source/peer_reviewed_publication,,,E0,,,,
asset::ar1001,AR1001,asset,Asset__AR1001,pipeline/asset;theme/others,9,Run Full Scout,E0,,,,
review::aribio_ar1001,Fast Triage — AR1001,review,Review__AriBio_AR1001,pipeline/review;workflow/fast_triage,9,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::aribio,AriBio,company,Company__AriBio,pipeline/company,,,,,,,
target::pde5,PDE5,target,Target__PDE5,pipeline/target,,,,,,,
moa::pde5_inhibition_with_cgmp-pathway_modulation_and_downstream_neuroprotec_a27d492f,PDE5 inhibition with cGMP-pathway modulation and downstream neuroprotective/autophagy effects,moa,MoA__PDE5_inhibition_with_cGMP-pathway_modulation_and_downstream_neuroprotec_a27d492f,pipeline/moa,,,,,,,
indication::early_alzheimer's_disease,Early Alzheimer's disease,indication,Indication__Early_Alzheimer's_disease,pipeline/indication,,,,,,,
scorecard::aribio_ar1001,Scorecard - AR1001,scorecard,Scorecard__AR1001__AriBio_AR1001,pipeline/scorecard,9,Run Full Scout,E0,,,,
source::https_clinicaltrials.gov_study_nct05531526,POLARIS-AD Phase 3 registry,source,Source__POLARIS-AD_Phase_3_registry,pipeline/source;source/other,,,E0,,,,
source::https_www.fujirebio.com_en_news-events_aribio-co-ltd-and-fujirebio-diag_a76a18b2,AriBio-Fujirebio POLARIS-AD milestone,source,Source__AriBio-Fujirebio_POLARIS-AD_milestone,pipeline/source;source/partner_official_release,,,E0,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc11713056,AR1001 PDE5 target-engagement/mechanistic study,source,Source__AR1001_PDE5_target-engagement_mechanistic_study,pipeline/source;source/peer_reviewed_publication,,,E0,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc12501329,AR1001 Phase 2 clinical results,source,Source__AR1001_Phase_2_clinical_results,pipeline/source;source/peer_reviewed_publication,,,E0,,,,
source::https_www.einpresswire.com_article_930926568_aribio-completes-treatment_46cdf868,AR1001 Phase 3 treatment-phase completion update,source,Source__AR1001_Phase_3_treatment-phase_completion_update,pipeline/source;source/company_release_syndication,,,E0,,,,
asset::gv1001,GV1001,asset,Asset__GV1001,pipeline/asset;theme/neuroimmune,9,Run Full Scout,E0,,,,
review::gemvax_&_kael_gv1001,Fast Triage — GV1001,review,Review__GemVax_&_KAEL_GV1001,pipeline/review;workflow/fast_triage,9,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::gemvax_&_kael,GemVax & KAEL,company,Company__GemVax_&_KAEL,pipeline/company,,,,,,,
target::htert-derived_peptide;_pleiotropic_glial_signaling,hTERT-derived peptide; pleiotropic glial signaling,target,Target__hTERT-derived_peptide;_pleiotropic_glial_signaling,pipeline/target,,,,,,,
"moa::modulation_of_microglial_migration_phagocytosis,_amyloid_handling_and_n_e8bf572c","Modulation of microglial migration/phagocytosis, amyloid handling and neuroinflammatory pathways",moa,"MoA__Modulation_of_microglial_migration_phagocytosis,_amyloid_handling_and_n_e8bf572c",pipeline/moa,,,,,,,
scorecard::gemvax_&_kael_gv1001,Scorecard - GV1001,scorecard,Scorecard__GV1001__GemVax_&_KAEL_GV1001,pipeline/scorecard,9,Run Full Scout,E0,,,,
source::https_www.gemvax.com_sub_pipeline.php,GemVax current pipeline,source,Source__GemVax_current_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_clinicaltrials.gov_study_nct05189210,GV1001 Phase 2 AD registry,source,Source__GV1001_Phase_2_AD_registry,pipeline/source;source/clinical_trial_registry,,,E0,,,,
source::https_gemvax.com_bbs_board.php_bo_table=releases_en&wr_id=8,GemVax GV1001 preclinical mechanism release,source,Source__GemVax_GV1001_preclinical_mechanism_release,pipeline/source;source/official_company_release,,,E0,,,,
source::https_zdnet.co.kr_view_no=20251107215446,GV1001 Phase 2 CSR outcome report,source,Source__GV1001_Phase_2_CSR_outcome_report,pipeline/source;source/reputable_biotech_news,,,E0,,,,
asset::1st-103,1ST-103,asset,Asset__1ST-103,pipeline/asset;theme/neuroimmune,7,Run Full Scout,E0,,,,
review::1st_biotherapeutics_d&d_pharmatech_1st-103,Fast Triage — 1ST-103,review,Review__1ST_Biotherapeutics_D&D_Pharmatech_1ST-103,pipeline/review;workflow/fast_triage,7,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::1st_biotherapeutics_d&d_pharmatech,1ST Biotherapeutics / D&D Pharmatech,company,Company__1ST_Biotherapeutics_D&D_Pharmatech,pipeline/company,,,,,,,
target::ripk2,RIPK2,target,Target__RIPK2,pipeline/target,,,,,,,
moa::selective_brain-penetrant_ripk2_inhibition_to_reduce_neuroinflammation_4c8ebe1b,Selective brain-penetrant RIPK2 inhibition to reduce neuroinflammation and neuronal injury,moa,MoA__Selective_brain-penetrant_RIPK2_inhibition_to_reduce_neuroinflammation_4c8ebe1b,pipeline/moa,,,,,,,
indication::parkinson's_disease;_alzheimer's_disease,Parkinson's disease; Alzheimer's disease,indication,Indication__Parkinson's_disease;_Alzheimer's_disease,pipeline/indication,,,,,,,
scorecard::1st_biotherapeutics_d&d_pharmatech_1st-103,Scorecard - 1ST-103,scorecard,Scorecard__1ST-103__1ST_Biotherapeutics_D&D_Pharmatech_1ST-103,pipeline/scorecard,7,Run Full Scout,E0,,,,
source::https_www.edaily.co.kr_news_read_mediacodeno=257&newsid=02735526645349864,NLY02 (1ST-103) program report,source,Source__NLY02_(1ST-103)_program_report,pipeline/source;source/reputable_business_news,,,E0,,,,
source::https_www.hankyung.com_article_202603063094i,NLY02 2026 program update,source,Source__NLY02_2026_program_update,pipeline/source;source/reputable_biotech_news,,,E0,,,,
source::https_www.ddpharmatech.com_board_board.php_bo_table=press&idx=57,NLY02 Parkinson model efficacy update,source,Source__NLY02_Parkinson_model_efficacy_update,pipeline/source;source/co_developer_official_release,,,E0,,,,
asset::pf1802,PF1802,asset,Asset__PF1802,pipeline/asset;theme/others,9,Run Full Scout,E0,,,,
review::immunoforge_pf1802,Fast Triage — PF1802,review,Review__ImmunoForge_PF1802,pipeline/review;workflow/fast_triage,9,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::immunoforge,ImmunoForge,company,Company__ImmunoForge,pipeline/company,,,,,,,
target::glp-1r_and_igf-1r,GLP-1R and IGF-1R,target,Target__GLP-1R_and_IGF-1R,pipeline/target,,,,,,,
moa::dual-ligand_fc-fusion_agonism_of_glp-1r_igf-1r_signaling,Dual-ligand Fc-fusion agonism of GLP-1R/IGF-1R signaling,moa,MoA__Dual-ligand_Fc-fusion_agonism_of_GLP-1R_IGF-1R_signaling,pipeline/moa,,,,,,,
scorecard::immunoforge_pf1802,Scorecard - PF1802,scorecard,Scorecard__PF1802__ImmunoForge_PF1802,pipeline/scorecard,9,Run Full Scout,E0,,,,
source::https_www.immunoforge.com_en_m21.php_slide=1,ImmunoForge PF1802 pipeline,source,Source__ImmunoForge_PF1802_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_www.immunoforge.com_m22.php,ImmunoForge ongoing PF1802 project listing,source,Source__ImmunoForge_ongoing_PF1802_project_listing,pipeline/source;source/official_company_project_page,,,E0,,,,
source::https_patents.justia.com_patent_20250289861,PF1802 patent application,source,Source__PF1802_patent_application,pipeline/source;source/patent,,,E0,,,,
asset::cp-108,CP-108,asset,Asset__CP-108,pipeline/asset;theme/unknown,2,Do not run Full Scout,E0,,,,
review::bukwang_pharmaceutical_contera_pharma_cp-108,Fast Triage — CP-108,review,Review__Bukwang_Pharmaceutical_Contera_Pharma_CP-108,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::bukwang_pharmaceutical_contera_pharma,Bukwang Pharmaceutical / Contera Pharma,company,Company__Bukwang_Pharmaceutical_Contera_Pharma,pipeline/company,,,,,,,
scorecard::bukwang_pharmaceutical_contera_pharma_cp-108,Scorecard - CP-108,scorecard,Scorecard__CP-108__Bukwang_Pharmaceutical_Contera_Pharma_CP-108,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_www.ceoscoredaily.com_page_view_2026031616221966120,Bukwang/Contera CP-108 development pause report,source,Source__Bukwang_Contera_CP-108_development_pause_report,pipeline/source;source/other,,,E0,,,,
asset::bmd-002,BMD-002,asset,Asset__BMD-002,pipeline/asset;theme/unknown,5,Run Full Scout,E0,,,,
review::biorchestra_bmd-002,Fast Triage — BMD-002,review,Review__BIORCHESTRA_BMD-002,pipeline/review;workflow/fast_triage,5,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::biorchestra,BIORCHESTRA,company,Company__BIORCHESTRA,pipeline/company,,,,,,,
moa::aso_rna_interference_delivered_with_bdds;_molecular_target_undisclosed,ASO/RNA interference delivered with BDDS; molecular target undisclosed,moa,MoA__ASO_RNA_interference_delivered_with_BDDS;_molecular_target_undisclosed,pipeline/moa,,,,,,,
indication::epilepsy;_drug-resistant_epilepsy_including_lgs_dravet_positioning,Epilepsy; drug-resistant epilepsy including LGS/Dravet positioning,indication,Indication__Epilepsy;_drug-resistant_epilepsy_including_LGS_Dravet_positioning,pipeline/indication,,,,,,,
scorecard::biorchestra_bmd-002,Scorecard - BMD-002,scorecard,Scorecard__BMD-002__BIORCHESTRA_BMD-002,pipeline/scorecard,5,Run Full Scout,E0,,,,
source::https_synapse.patsnap.com_organization_fad77fee67d0c59de233cd979ab252f5,BIORCHESTRA pipeline snapshot,source,Source__BIORCHESTRA_pipeline_snapshot,pipeline/source;source/other,,,E0,,,,
source::https_www.linkedin.com_posts_david-c-oxley_epilepsy-jpm25-lennoxgastaut_9901b023,BMD-002 epilepsy preclinical update,source,Source__BMD-002_epilepsy_preclinical_update,pipeline/source;source/company_representative_public_update,,,E0,,,,
source::https_oligonucleotides-cns.com_sponsor_biorchestra,BIORCHESTRA CNS partnering profile,source,Source__BIORCHESTRA_CNS_partnering_profile,pipeline/source;source/industry_conference_profile,,,E0,,,,
review::genixcure_gxc-303,Fast Triage — GXC-303,review,Review__GenixCure_GXC-303,pipeline/review;workflow/fast_triage,7,Run Full Scout,E0,Fast Triage,Fast Triage,,
target::stmn2,STMN2,target,Target__STMN2,pipeline/target,,,,,,,
moa::aav-mediated_restoration_of_stmn2_to_support_axonal_regeneration,AAV-mediated restoration of STMN2 to support axonal regeneration,moa,MoA__AAV-mediated_restoration_of_STMN2_to_support_axonal_regeneration,pipeline/moa,,,,,,,
scorecard::genixcure_gxc-303,Scorecard - GXC-303,scorecard,Scorecard__GXC-303__GenixCure_GXC-303,pipeline/scorecard,7,Run Full Scout,E0,,,,
source::https_www.genix-cure.com,GenixCure current pipeline,source,Source__GenixCure_current_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_v.daum.net_v_20240912143101214,GXC-303 ALS program report,source,Source__GXC-303_ALS_program_report,pipeline/source;source/reputable_biotech_news,,,E0,,,,
asset::oc514,OC514,asset,Asset__OC514,pipeline/asset;theme/unknown,3,Do not run Full Scout,E0,,,,
review::oncocross_oc514,Fast Triage — OC514,review,Review__Oncocross_OC514,pipeline/review;workflow/fast_triage,3,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::oncocross,Oncocross,company,Company__Oncocross,pipeline/company,,,,,,,
moa::undisclosed_drug-drug_combination_mechanism,Undisclosed drug-drug combination mechanism,moa,MoA__Undisclosed_drug-drug_combination_mechanism,pipeline/moa,,,,,,,
indication::sarcopenia;_amyotrophic_lateral_sclerosis;_muscular_dystrophy,Sarcopenia; amyotrophic lateral sclerosis; muscular dystrophy,indication,Indication__Sarcopenia;_amyotrophic_lateral_sclerosis;_muscular_dystrophy,pipeline/indication,,,,,,,
scorecard::oncocross_oc514,Scorecard - OC514,scorecard,Scorecard__OC514__Oncocross_OC514,pipeline/scorecard,3,Do not run Full Scout,E0,,,,
source::https_synapse.patsnap.com_drug_f188cf3357124d1bb39f81ea058fca83,OC514 current drug profile,source,Source__OC514_current_drug_profile,pipeline/source;source/other,,,E0,,,,
source::https_www.oncocross.com_en_history,Oncocross corporate history,source,Source__Oncocross_corporate_history,pipeline/source;source/official_company_page,,,E0,,,,
asset::mdh-014,MDH-014,asset,Asset__MDH-014,pipeline/asset;theme/protein_homeostasis,5,Do not run Full Scout,E0,,,,
review::md_healthcare_mdh-014,Fast Triage — MDH-014,review,Review__MD_Healthcare_MDH-014,pipeline/review;workflow/fast_triage,5,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::md_healthcare,MD Healthcare,company,Company__MD_Healthcare,pipeline/company,,,,,,,
target::proteostasis_ampk-associated_organelle_homeostasis,Proteostasis / AMPK-associated organelle homeostasis,target,Target__Proteostasis_AMPK-associated_organelle_homeostasis,pipeline/target,,,,,,,
moa::microbial_extracellular_vesicle-mediated_restoration_of_proteostasis_an_e18a9187,Microbial extracellular vesicle-mediated restoration of proteostasis and mitochondrial/lysosomal homeostasis,moa,MoA__Microbial_extracellular_vesicle-mediated_restoration_of_proteostasis_an_e18a9187,pipeline/moa,,,,,,,
scorecard::md_healthcare_mdh-014,Scorecard - MDH-014,scorecard,Scorecard__MDH-014__MD_Healthcare_MDH-014,pipeline/scorecard,5,Do not run Full Scout,E0,,,,
source::https_www.yakup.com_news_index.html_cat=all&mode=view&nid=301187,MDH-014 Australia IND report,source,Source__MDH-014_Australia_IND_report,pipeline/source;source/other,,,E0,,,,
source::https_www.edaily.co.kr_news_read_mediacodeno=257&newsid=04241046639058168,MDH-014 clinical-entry report,source,Source__MDH-014_clinical-entry_report,pipeline/source;source/reputable_business_news,,,E0,,,,
asset::go-102,GO-102,asset,Asset__GO-102,pipeline/asset;theme/others,8,Run Full Scout,E0,,,,
review::generoath_go-102,Fast Triage — GO-102,review,Review__Generoath_GO-102,pipeline/review;workflow/fast_triage,8,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::generoath,Generoath,company,Company__Generoath,pipeline/company,,,,,,,
target::aimp2_pathway_via_aimp2-dx2,AIMP2 pathway via AIMP2-DX2,target,Target__AIMP2_pathway_via_AIMP2-DX2,pipeline/target,,,,,,,
moa::intrathecal_scaav_expression_of_aimp2-dx2_to_antagonize_pro-apoptotic_a_5bd57d9c,Intrathecal scAAV expression of AIMP2-DX2 to antagonize pro-apoptotic AIMP2/TNF signaling,moa,MoA__Intrathecal_scAAV_expression_of_AIMP2-DX2_to_antagonize_pro-apoptotic_A_5bd57d9c,pipeline/moa,,,,,,,
scorecard::generoath_go-102,Scorecard - GO-102,scorecard,Scorecard__GO-102__Generoath_GO-102,pipeline/scorecard,8,Run Full Scout,E0,,,,
source::https_www.generoath.com_m22.php,Generoath GO-102 pipeline,source,Source__Generoath_GO-102_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_patents.google.com_patent_ep4221759a1_en,GO-102 / AIMP2-DX2 patent,source,Source__GO-102_AIMP2-DX2_patent,pipeline/source;source/patent,,,E0,,,,
asset::ng201,NG201,asset,Asset__NG201,pipeline/asset;theme/unknown,2,Do not run Full Scout,E0,,,,
review::neuracle_genetics_(now_elisigen)_ng201,Fast Triage — NG201,review,Review__Neuracle_Genetics_(now_Elisigen)_NG201,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::neuracle_genetics_(now_elisigen),Neuracle Genetics (now Elisigen),company,Company__Neuracle_Genetics_(now_Elisigen),pipeline/company,,,,,,,
indication::neuropathic_pain,Neuropathic pain,indication,Indication__Neuropathic_pain,pipeline/indication,,,,,,,
scorecard::neuracle_genetics_(now_elisigen)_ng201,Scorecard - NG201,scorecard,Scorecard__NG201__Neuracle_Genetics_(now_Elisigen)_NG201,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_informaconnect.com_bio-europe-lead-retrieval_agenda_4,Neuracle Genetics NG201 partnering profile,source,Source__Neuracle_Genetics_NG201_partnering_profile,pipeline/source;source/other,,,E0,,,,
source::https_www.elisigen.com_en_pipeline,Elisigen current pipeline,source,Source__Elisigen_current_pipeline,pipeline/source;source/official_company_pipeline,,,E0,,,,
source::https_www.biospectator.com_news_view_27341,Neuracle Genetics to Elisigen rename report,source,Source__Neuracle_Genetics_to_Elisigen_rename_report,pipeline/source;source/reputable_biotech_news,,,E0,,,,
asset::vrn04-2,VRN04-2,asset,Asset__VRN04-2,pipeline/asset;theme/neuroimmune,5,Run Full Scout,E0,,,,
review::voronoi_anvia_therapeutics_vrn04-2,Fast Triage — VRN04-2,review,Review__Voronoi_Anvia_Therapeutics_VRN04-2,pipeline/review;workflow/fast_triage,5,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::voronoi_anvia_therapeutics,Voronoi / Anvia Therapeutics,company,Company__Voronoi_Anvia_Therapeutics,pipeline/company,,,,,,,
target::ripk1,RIPK1,target,Target__RIPK1,pipeline/target,,,,,,,
moa::brain-penetrant_ripk1_inhibition_to_suppress_neuroinflammation_and_necroptosis,Brain-penetrant RIPK1 inhibition to suppress neuroinflammation and necroptosis,moa,MoA__Brain-penetrant_RIPK1_inhibition_to_suppress_neuroinflammation_and_necroptosis,pipeline/moa,,,,,,,
indication::multiple_sclerosis;_amyotrophic_lateral_sclerosis,Multiple sclerosis; amyotrophic lateral sclerosis,indication,Indication__Multiple_sclerosis;_amyotrophic_lateral_sclerosis,pipeline/indication,,,,,,,
scorecard::voronoi_anvia_therapeutics_vrn04-2,Scorecard - VRN04-2,scorecard,Scorecard__VRN04-2__Voronoi_Anvia_Therapeutics_VRN04-2,pipeline/scorecard,5,Run Full Scout,E0,,,,
source::https_voronoi.io_en_pipeline.html,Voronoi current pipeline,source,Source__Voronoi_current_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_stockanalysis.com_quote_kosdaq_310210_company,Voronoi company profile including VRN04-2,source,Source__Voronoi_company_profile_including_VRN04-2,pipeline/source;source/company_profile_database,,,E0,,,,
source::https_www.awakeplus.co.kr_data_view_20250918900276,VRN04 asset transfer report,source,Source__VRN04_asset_transfer_report,pipeline/source;source/reputable_biotech_news,,,E0,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc9372423,Clinical target engagement of CNS-penetrant RIPK1 inhibitor,source,Source__Clinical_target_engagement_of_CNS-penetrant_RIPK1_inhibitor,pipeline/source;source/peer_reviewed_publication,,,E0,,,,
asset::meloxicam,Meloxicam,asset,Asset__Meloxicam,pipeline/asset;theme/unknown,0,Verify asset identity,E0,,,,
review::animuscure_meloxicam,Fast Triage — Meloxicam,review,Review__AniMusCure_Meloxicam,pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
company::animuscure,AniMusCure,company,Company__AniMusCure,pipeline/company,,,,,,,
indication::sarcopenia_research_association;_pipeline_linkage_unverified,Sarcopenia research association; pipeline linkage unverified,indication,Indication__Sarcopenia_research_association;_pipeline_linkage_unverified,pipeline/indication,,,,,,,
scorecard::animuscure_meloxicam,Scorecard - Meloxicam,scorecard,Scorecard__Meloxicam__AniMusCure_Meloxicam,pipeline/scorecard,0,Verify asset identity,E0,,,,
source::https_www.animuscure.com_pipelines-en,AniMusCure current pipeline,source,Source__AniMusCure_current_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_pubmed.ncbi.nlm.nih.gov_42587039,Meloxicam sarcopenia study with AniMusCure affiliation,source,Source__Meloxicam_sarcopenia_study_with_AniMusCure_affiliation,pipeline/source;source/peer_reviewed_publication,,,E0,,,,
review::reyon_pharmaceutical_meloxicam,Fast Triage — Meloxicam,review,Review__Reyon_Pharmaceutical_Meloxicam,pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
company::reyon_pharmaceutical,Reyon Pharmaceutical,company,Company__Reyon_Pharmaceutical,pipeline/company,,,,,,,
scorecard::reyon_pharmaceutical_meloxicam,Scorecard - Meloxicam,scorecard,Scorecard__Meloxicam__Reyon_Pharmaceutical_Meloxicam,pipeline/scorecard,0,Verify asset identity,E0,,,,
source::https_www.marketscreener.com_news_reyon-pharmaceutical-co-ltd-reports-e_fe9edcc0,Reyon Pharmaceutical 2025 company/earnings profile,source,Source__Reyon_Pharmaceutical_2025_company_earnings_profile,pipeline/source;source/other,,,E0,,,,
source::https_www.reyonpharm.co.kr_en_product_productlist.do,Reyon Pharmaceutical product listing,source,Source__Reyon_Pharmaceutical_product_listing,pipeline/source;source/official_company_product_page,,,E0,,,,
asset::zcs1,ZCS1,asset,Asset__ZCS1,pipeline/asset;theme/protein_homeostasis,9,Run Full Scout,E0,,,,
review::zincure_zcs1,Fast Triage — ZCS1,review,Review__Zincure_ZCS1,pipeline/review;workflow/fast_triage,9,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::zincure,Zincure,company,Company__Zincure,pipeline/company,,,,,,,
target::v-atpase_lysosomal_acidification_axis,v-ATPase / lysosomal acidification axis,target,Target__v-ATPase_lysosomal_acidification_axis,pipeline/target,,,,,,,
moa::peptide-driven_lysosome_activation_and_autophagic_clearance_of_toxic_pr_84ba0852,Peptide-driven lysosome activation and autophagic clearance of toxic protein aggregates,moa,MoA__Peptide-driven_lysosome_activation_and_autophagic_clearance_of_toxic_pr_84ba0852,pipeline/moa,,,,,,,
scorecard::zincure_zcs1,Scorecard - ZCS1,scorecard,Scorecard__ZCS1__Zincure_ZCS1,pipeline/scorecard,9,Run Full Scout,E0,,,,
source::https_www.zincure.com,Zincure current pipeline,source,Source__Zincure_current_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_www.zincure.com_en_amyotrophic-lateral-sclerosis,Zincure ALS program page,source,Source__Zincure_ALS_program_page,pipeline/source;source/official_company_technical_page,,,E0,,,,
source::https_www.nature.com_articles_d43747-025-00051-z,Nature Biopharma Dealmakers AUTOTAC article,source,Source__Nature_Biopharma_Dealmakers_AUTOTAC_article,pipeline/source;source/other,,,E0,,,,
source::https_m.biospectator.com_view_news_view.php_varatcid=29170,ZCS1 2026 preclinical project selection report,source,Source__ZCS1_2026_preclinical_project_selection_report,pipeline/source;source/reputable_biotech_news,,,E0,,,,
asset::bsc-3301,BSC-3301,asset,Asset__BSC-3301,pipeline/asset;theme/neuroimmune,5,Run Full Scout,E0,,,,
review::bisichem_bsc-3301,Fast Triage — BSC-3301,review,Review__BiSiChem_BSC-3301,pipeline/review;workflow/fast_triage,5,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::bisichem,BiSiChem,company,Company__BiSiChem,pipeline/company,,,,,,,
moa::ripk1_kinase_inhibition_to_suppress_neuroinflammation_and_programmed_cell_death,RIPK1 kinase inhibition to suppress neuroinflammation and programmed cell death,moa,MoA__RIPK1_kinase_inhibition_to_suppress_neuroinflammation_and_programmed_cell_death,pipeline/moa,,,,,,,
indication::dry_age-related_macular_degeneration;_wet_age-related_macular_degenerat_47b657a5,Dry age-related macular degeneration; wet age-related macular degeneration; Alzheimer's disease,indication,Indication__Dry_age-related_macular_degeneration;_wet_age-related_macular_degenerat_47b657a5,pipeline/indication,,,,,,,
scorecard::bisichem_bsc-3301,Scorecard - BSC-3301,scorecard,Scorecard__BSC-3301__BiSiChem_BSC-3301,pipeline/scorecard,5,Run Full Scout,E0,,,,
source::https_synapse.zhihuiya.com_drug_d8ab8e06d2e34992aba307aaf032e5b2,BSC-3301 current profile,source,Source__BSC-3301_current_profile,pipeline/source;source/other,,,E0,,,,
source::https_www.hankyung.com_article_202403086495i,BiSiChem BSC-3301 report,source,Source__BiSiChem_BSC-3301_report,pipeline/source;source/reputable_biotech_news,,,E0,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc8917516,RIPK1 inhibition and MS neuroinflammation study,source,Source__RIPK1_inhibition_and_MS_neuroinflammation_study,pipeline/source;source/peer_reviewed_publication,,,E0,,,,
asset::ndc-011,NDC-011,asset,Asset__NDC-011,pipeline/asset;theme/others,9,Run Full Scout,E0,,,,
review::dr._noah_biotech_ndc-011,Fast Triage — NDC-011,review,Review__Dr._Noah_Biotech_NDC-011,pipeline/review;workflow/fast_triage,9,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::dr._noah_biotech,Dr. Noah Biotech,company,Company__Dr._Noah_Biotech,pipeline/company,,,,,,,
target::multi-target_combination;_pi3k-linked_neuroprotection,Multi-target combination; PI3K-linked neuroprotection,target,Target__Multi-target_combination;_PI3K-linked_neuroprotection,pipeline/target,,,,,,,
moa::combination_therapy_producing_pi3k-dependent_neuronal_protection_and_al_425783b0,Combination therapy producing PI3K-dependent neuronal protection and ALS phenotype improvement,moa,MoA__Combination_therapy_producing_PI3K-dependent_neuronal_protection_and_AL_425783b0,pipeline/moa,,,,,,,
scorecard::dr._noah_biotech_ndc-011,Scorecard - NDC-011,scorecard,Scorecard__NDC-011__Dr._Noah_Biotech_NDC-011,pipeline/scorecard,9,Run Full Scout,E0,,,,
source::https_www.drnoahbiotech.com_en_sub_pipeline.php,Dr. Noah NDC-011 pipeline,source,Source__Dr._Noah_NDC-011_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_pr.taosnews.com_article_drnoah-biotechs-ai-driven-als-medicine-re_7fbd4be1,NDC-011 FDA IND clearance release,source,Source__NDC-011_FDA_IND_clearance_release,pipeline/source;source/company_release_syndication,,,E0,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc10684847,NDC-011 combination mechanistic study,source,Source__NDC-011_combination_mechanistic_study,pipeline/source;source/peer_reviewed_publication,,,E0,,,,
